"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"PHL","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",283.712,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",365.181,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",376.093,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",386.816,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",393.468,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",379.427,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",378.03,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",403.089,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",416.845,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",418.501,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",412.942,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",401.378,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",376.299,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",369.393,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",359.115,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",341.624,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",338.655,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",295.765,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",262.951,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",235.988,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",217.68,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",200.561,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",190.883,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",185.64,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",183.117,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",180.222,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",175.404,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",174.643,
"QAT","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",176.319,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",760.074,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",777.032,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",831.02,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",850.243,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",871.189,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",913.667,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",961.478,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",962.592,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",922.946,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",877.921,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",853.813,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",872.807,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",891.951,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",885.838,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",856.603,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",857.42,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",842.693,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",828.942,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",843.239,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",857.33,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",859.457,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",809.599,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",797.94,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",746.596,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",750.191,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",734.971,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",728.889,
"ROU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",731.004,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",806.547,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",804.36,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",848.566,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",992.73,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",1073.579,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",1006.746,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",936.024,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",879.643,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",858.079,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",916.758,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",945.683,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",951.309,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",964.718,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",963.657,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",919.466,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",941.052,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",869.043,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",845.333,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",867.313,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",841.067,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",852.252,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",782.053,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",736.251,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",684.065,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",652.559,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",608.6,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",554.254,
"RUS","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",495.672,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",156.664,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",167.402,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",169.07,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",155.761,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",151.753,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",164.399,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",164.629,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",162.916,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",157.153,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",146.661,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",137.262,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",131.903,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",129.631,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",127.571,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",129.003,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",126.753,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",122.797,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",121.339,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",120.368,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",115.064,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",116.991,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",119.416,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",125.328,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",124.835,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",129.691,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",131.829,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",130.199,
"RWA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",128.351,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",278.986,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",310.713,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",339.725,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",367.022,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",392.562,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",416.292,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",439.485,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",461.798,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",482.711,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",501.984,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",515.65,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",516.811,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",519.672,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",525.043,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",528.114,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",538.347,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",542.725,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",545.218,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",547.312,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",543.393,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",540.282,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",527.639,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",517.602,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",514.738,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",510.788,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",513.359,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",511.036,
"SAU","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",511.045,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",186.589,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",189.145,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",190.362,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",193.112,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",197.103,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",196.458,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",197.214,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",199.684,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",204.995,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",208.677,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",204.489,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",230.391,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",227.221,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",214.377,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",219.862,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",217.18,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",211.127,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",207.939,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",206.294,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",207.276,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",194.637,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",197.186,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",198.61,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",205.061,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",216.31,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",219.966,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",221.204,
"SEN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",217.007,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",185.132,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",177.98,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",173.814,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",171.592,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",169.937,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",170.003,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",168.587,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",169.804,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",173.208,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",178.849,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",186.09,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",185.199,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",184.316,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",181.812,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",181.468,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",179.561,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",177.792,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",174.48,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",168.648,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",165.327,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",165.982,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",169.893,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",180.717,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",191.871,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",199.381,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",200.575,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",193.777,
"SLE","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",189.699,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",377.503,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",348.277,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",323.928,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",306.313,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",297.901,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",291.2,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",284.789,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",276.123,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",271.597,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",260.053,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",249.252,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",241.671,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",234.535,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",224.689,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",217.532,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",205.806,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",196.055,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",189.957,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",183.837,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",174.683,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",169.159,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",170.412,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",179.626,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",189.412,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",198.654,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",203.979,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",207.484,
"SGP","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",211.139,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",651.164,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",661.858,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",668.16,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",674.626,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",677.393,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",676.632,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",670.804,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",660.035,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",642.521,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",613.95,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",582.246,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",580.611,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",554.129,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",549.134,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",530.42,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",497.635,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",482.608,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",465.966,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",445.152,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",430.874,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",422.156,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",414.221,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",414.902,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",404.036,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",376.961,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",390.725,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",375.432,
"SVN","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",374.769,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",43.536,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",39.823,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",38.518,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",38.39,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",38.939,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",39.694,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",41.017,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",44.83,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",49.266,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",52.724,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",53.791,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",52.209,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",50.425,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",48.249,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",46.385,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",45.048,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",44.752,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",46.21,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",47.999,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",48.837,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",49.199,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",48.898,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",48.444,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",48.03,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",47.633,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",47.475,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",48.651,
"SOM","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",49.187,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",338.667,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",341.824,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",361.291,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",347.489,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",364.678,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",370.417,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",394.564,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",449.143,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",457.114,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",449.435,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",465.888,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",461.529,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",465.241,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",470.446,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",465.648,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",466.271,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",478.773,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",483.959,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",495.645,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",503.299,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",502.939,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",490.473,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2012",479.699,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2013",473.572,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2014",479.435,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2015",482.783,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2016",476.91,
"ZAF","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2017",467.12,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1990",172.151,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1991",161.919,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1992",163.266,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1993",160.961,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1994",170.711,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1995",182.544,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1996",194.432,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1997",216.519,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1998",220.024,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","1999",233.91,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2000",245.266,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2001",242.542,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2002",245.48,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2003",259.517,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2004",265.595,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2005",281.44,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2006",292.931,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2007",302.768,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2008",321.362,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2009",328.902,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2010",334.271,
"LKA","POLLUTIONEFFECT","MORTALITY","1000000HAB","A","2011",337.996,
